keypoint_0,keypoint_1,keypoint_2,keypoint_3,keypoint_4,keypoint_5,keypoint_6,keypoint_7,keypoint_8,keypoint_9,keypoint_10,keypoint_11,keypoint_12,keypoint_13,keypoint_14,keypoint_15,keypoint_16,keypoint_17,keypoint_18,keypoint_19,keypoint_20,keypoint_21,keypoint_22,keypoint_23,keypoint_24,keypoint_25,keypoint_26,keypoint_27,keypoint_28,keypoint_29,keypoint_30,keypoint_31,keypoint_32,keypoint_33,Frame,Video,keypoint_0_velocity,keypoint_0_acceleration,keypoint_1_velocity,keypoint_1_acceleration,keypoint_2_velocity,keypoint_2_acceleration,keypoint_3_velocity,keypoint_3_acceleration,keypoint_4_velocity,keypoint_4_acceleration,keypoint_5_velocity,keypoint_5_acceleration,keypoint_6_velocity,keypoint_6_acceleration,keypoint_7_velocity,keypoint_7_acceleration,keypoint_8_velocity,keypoint_8_acceleration,keypoint_9_velocity,keypoint_9_acceleration,keypoint_10_velocity,keypoint_10_acceleration,keypoint_11_velocity,keypoint_11_acceleration,keypoint_12_velocity,keypoint_12_acceleration,keypoint_13_velocity,keypoint_13_acceleration,keypoint_14_velocity,keypoint_14_acceleration,keypoint_15_velocity,keypoint_15_acceleration,keypoint_16_velocity,keypoint_16_acceleration,keypoint_17_velocity,keypoint_17_acceleration,keypoint_18_velocity,keypoint_18_acceleration,keypoint_19_velocity,keypoint_19_acceleration,keypoint_20_velocity,keypoint_20_acceleration,keypoint_21_velocity,keypoint_21_acceleration,keypoint_22_velocity,keypoint_22_acceleration,keypoint_23_velocity,keypoint_23_acceleration,keypoint_24_velocity,keypoint_24_acceleration,keypoint_25_velocity,keypoint_25_acceleration,keypoint_26_velocity,keypoint_26_acceleration,keypoint_27_velocity,keypoint_27_acceleration,keypoint_28_velocity,keypoint_28_acceleration,keypoint_29_velocity,keypoint_29_acceleration,keypoint_30_velocity,keypoint_30_acceleration,keypoint_31_velocity,keypoint_31_acceleration,keypoint_32_velocity,keypoint_32_acceleration,keypoint_33_velocity,keypoint_33_acceleration,Angle,Velocity,Acceleration
tensor(197.4566),tensor(272.0398),tensor(202.1638),tensor(267.3965),tensor(193.9390),tensor(267.5627),tensor(214.2966),tensor(263.6795),tensor(0.),tensor(0.),tensor(236.9291),tensor(285.9609),tensor(193.8570),tensor(280.9940),tensor(250.9140),tensor(338.5747),tensor(189.7136),tensor(316.0357),tensor(235.0208),tensor(380.2627),tensor(198.0745),tensor(335.3159),tensor(246.2390),tensor(339.3312),tensor(221.5021),tensor(335.1176),tensor(205.6860),tensor(367.0234),tensor(197.7222),tensor(358.0334),tensor(205.0366),tensor(413.8173),tensor(223.0750),tensor(398.0232),120,video_1,tensor(-8.2765),tensor(6.4164),tensor(-49.6617),tensor(-40.7920),tensor(-8.1723),tensor(5.6225),tensor(-48.3769),tensor(-39.2499),tensor(-5.4632),tensor(9.3945),tensor(-49.8009),tensor(-41.8382),tensor(-6.1396),tensor(9.4913),tensor(-46.2469),tensor(-39.1347),tensor(-191.6953),tensor(-173.3553),tensor(-313.1157),tensor(-306.5197),tensor(-3.5886),tensor(14.0470),tensor(-42.4511),tensor(-35.1924),tensor(0.6010),tensor(20.0881),tensor(-46.6170),tensor(-42.2958),tensor(-13.8621),tensor(0.7231),tensor(-28.8301),tensor(-19.8472),tensor(5.6465),tensor(5.1772),tensor(-38.0210),tensor(-33.0963),tensor(-46.2966),tensor(-41.8287),tensor(-24.6359),tensor(-18.5193),tensor(11.6453),tensor(-6.6292),tensor(-43.0332),tensor(-32.4852),tensor(-5.4536),tensor(2.7466),tensor(-36.9112),tensor(-26.0429),tensor(-2.3501),tensor(7.9874),tensor(-39.9888),tensor(-31.2075),tensor(-8.5008),tensor(21.9791),tensor(-10.0156),tensor(0.0077),tensor(5.5327),tensor(44.0718),tensor(-16.6787),tensor(-6.4780),tensor(-14.3775),tensor(-26.4029),tensor(-0.5155),tensor(0.4919),tensor(11.5407),tensor(10.7283),tensor(-9.2520),tensor(-2.9176),28.979260355838523,tensor(399.4344),tensor(320.1612)
tensor(220.3010),tensor(228.9044),tensor(225.2512),tensor(224.4447),tensor(215.6720),tensor(224.8324),tensor(234.6558),tensor(222.9102),tensor(209.8302),tensor(223.4065),tensor(247.9847),tensor(248.0318),tensor(206.4382),tensor(246.5808),tensor(252.4385),tensor(291.5611),tensor(194.2072),tensor(283.4020),tensor(228.7887),tensor(317.1476),tensor(196.7619),tensor(308.4618),tensor(247.0779),tensor(313.4977),tensor(224.1919),tensor(311.5534),tensor(208.7749),tensor(356.5276),tensor(212.7066),tensor(354.2752),tensor(200.8521),tensor(409.0598),tensor(231.8760),tensor(405.2081),121,video_1,tensor(22.8444),tensor(31.1208),tensor(-43.1354),tensor(6.5263),tensor(23.0874),tensor(31.2597),tensor(-42.9518),tensor(5.4251),tensor(21.7330),tensor(27.1962),tensor(-42.7302),tensor(7.0707),tensor(20.3592),tensor(26.4988),tensor(-40.7693),tensor(5.4776),tensor(209.8302),tensor(401.5255),tensor(223.4065),tensor(536.5222),tensor(11.0556),tensor(14.6442),tensor(-37.9291),tensor(4.5220),tensor(12.5812),tensor(11.9802),tensor(-34.4132),tensor(12.2039),tensor(1.5245),tensor(15.3866),tensor(-47.0135),tensor(-18.1834),tensor(4.4936),tensor(-1.1529),tensor(-32.6337),tensor(5.3874),tensor(-6.2321),tensor(40.0645),tensor(-63.1151),tensor(-38.4792),tensor(-1.3127),tensor(-12.9580),tensor(-26.8541),tensor(16.1791),tensor(0.8388),tensor(6.2924),tensor(-25.8335),tensor(11.0777),tensor(2.6898),tensor(5.0399),tensor(-23.5642),tensor(16.4246),tensor(3.0890),tensor(11.5898),tensor(-10.4958),tensor(-0.4803),tensor(14.9843),tensor(9.4517),tensor(-3.7581),tensor(12.9205),tensor(-4.1846),tensor(10.1929),tensor(-4.7575),tensor(-4.2420),tensor(8.8010),tensor(-2.7397),tensor(7.1850),tensor(16.4370),23.794777777078227,tensor(340.2630),tensor(-59.1714)
tensor(230.3626),tensor(189.2874),tensor(236.5251),tensor(185.8137),tensor(228.3121),tensor(184.4476),tensor(248.9814),tensor(189.4043),tensor(0.),tensor(0.),tensor(263.1004),tensor(220.4299),tensor(218.5965),tensor(215.8680),tensor(261.3755),tensor(264.4604),tensor(200.6152),tensor(254.3992),tensor(229.1141),tensor(288.4046),tensor(199.2782),tensor(287.2870),tensor(257.2440),tensor(295.4421),tensor(229.5790),tensor(291.7853),tensor(235.6086),tensor(349.4827),tensor(216.5282),tensor(345.9084),tensor(227.5598),tensor(399.7594),tensor(223.9130),tensor(398.8669),122,video_1,tensor(10.0616),tensor(-12.7828),tensor(-39.6170),tensor(3.5184),tensor(11.2739),tensor(-11.8135),tensor(-38.6310),tensor(4.3207),tensor(12.6401),tensor(-9.0929),tensor(-40.3848),tensor(2.3454),tensor(14.3257),tensor(-6.0335),tensor(-33.5059),tensor(7.2634),tensor(-209.8302),tensor(-419.6605),tensor(-223.4065),tensor(-446.8129),tensor(15.1157),tensor(4.0601),tensor(-27.6019),tensor(10.3272),tensor(12.1583),tensor(-0.4229),tensor(-30.7128),tensor(3.7003),tensor(8.9371),tensor(7.4126),tensor(-27.1008),tensor(19.9128),tensor(6.4081),tensor(1.9145),tensor(-29.0028),tensor(3.6308),tensor(0.3254),tensor(6.5575),tensor(-28.7430),tensor(34.3720),tensor(2.5163),tensor(3.8290),tensor(-21.1748),tensor(5.6793),tensor(10.1661),tensor(9.3272),tensor(-18.0556),tensor(7.7779),tensor(5.3871),tensor(2.6973),tensor(-19.7682),tensor(3.7961),tensor(26.8336),tensor(23.7446),tensor(-7.0449),tensor(3.4509),tensor(3.8216),tensor(-11.1628),tensor(-8.3669),tensor(-4.6087),tensor(26.7078),tensor(30.8923),tensor(-9.3004),tensor(-4.5429),tensor(-7.9630),tensor(-16.7640),tensor(-6.3412),tensor(-13.5262),26.707757271234755,tensor(328.6545),tensor(-11.6085)
tensor(247.9476),tensor(168.2903),tensor(254.3371),tensor(164.9887),tensor(245.5428),tensor(163.3237),tensor(265.4817),tensor(170.7974),tensor(0.),tensor(0.),tensor(277.6265),tensor(204.3574),tensor(230.3827),tensor(200.0184),tensor(277.3462),tensor(249.0029),tensor(212.3611),tensor(239.7429),tensor(242.1783),tensor(269.6985),tensor(207.6583),tensor(271.5737),tensor(270.6430),tensor(285.1128),tensor(239.1844),tensor(282.1911),tensor(266.5157),tensor(346.0434),tensor(233.4689),tensor(344.4525),tensor(262.4137),tensor(398.9062),tensor(237.5806),tensor(403.2792),123,video_1,tensor(17.5850),tensor(7.5234),tensor(-20.9971),tensor(18.6198),tensor(17.8120),tensor(6.5381),tensor(-20.8250),tensor(17.8061),tensor(17.2307),tensor(4.5906),tensor(-21.1239),tensor(19.2609),tensor(16.5003),tensor(2.1746),tensor(-18.6069),tensor(14.8990),tensor(0.),tensor(209.8302),tensor(0.),tensor(223.4065),tensor(14.5261),tensor(-0.5896),tensor(-16.0725),tensor(11.5294),tensor(11.7862),tensor(-0.3721),tensor(-15.8496),tensor(14.8632),tensor(15.9706),tensor(7.0336),tensor(-15.4574),tensor(11.6433),tensor(11.7459),tensor(5.3378),tensor(-14.6563),tensor(14.3466),tensor(13.0642),tensor(12.7388),tensor(-18.7061),tensor(10.0369),tensor(8.3801),tensor(5.8638),tensor(-15.7133),tensor(5.4615),tensor(13.3991),tensor(3.2330),tensor(-10.3293),tensor(7.7263),tensor(9.6055),tensor(4.2184),tensor(-9.5942),tensor(10.1740),tensor(30.9071),tensor(4.0735),tensor(-3.4393),tensor(3.6056),tensor(16.9408),tensor(13.1192),tensor(-1.4559),tensor(6.9110),tensor(34.8539),tensor(8.1461),tensor(-0.8532),tensor(8.4472),tensor(13.6676),tensor(21.6306),tensor(4.4122),tensor(10.7534),25.350857825148196,tensor(92.4939),tensor(-236.1606)
tensor(270.3545),tensor(167.6591),tensor(275.8102),tensor(162.9756),tensor(265.9971),tensor(162.8099),tensor(283.8643),tensor(168.3076),tensor(259.2914),tensor(167.1259),tensor(293.4252),tensor(202.2654),tensor(244.9005),tensor(197.7617),tensor(294.0644),tensor(246.2481),tensor(226.8981),tensor(232.9519),tensor(267.5710),tensor(269.6666),tensor(223.9175),tensor(264.4539),tensor(285.3370),tensor(282.6367),tensor(248.8853),tensor(281.8271),tensor(301.1322),tensor(342.3018),tensor(241.0943),tensor(344.9742),tensor(317.9544),tensor(399.1780),tensor(237.9416),tensor(405.9058),124,video_1,tensor(22.4069),tensor(4.8219),tensor(-0.6312),tensor(20.3660),tensor(21.4731),tensor(3.6611),tensor(-2.0130),tensor(18.8119),tensor(20.4543),tensor(3.2236),tensor(-0.5137),tensor(20.6102),tensor(18.3827),tensor(1.8824),tensor(-2.4898),tensor(16.1171),tensor(259.2914),tensor(259.2914),tensor(167.1259),tensor(167.1259),tensor(15.7987),tensor(1.2726),tensor(-2.0920),tensor(13.9805),tensor(14.5177),tensor(2.7316),tensor(-2.2566),tensor(13.5930),tensor(16.7183),tensor(0.7477),tensor(-2.7548),tensor(12.7026),tensor(14.5370),tensor(2.7911),tensor(-6.7910),tensor(7.8653),tensor(25.3926),tensor(12.3284),tensor(-0.0319),tensor(18.6743),tensor(16.2592),tensor(7.8791),tensor(-7.1198),tensor(8.5935),tensor(14.6939),tensor(1.2949),tensor(-2.4761),tensor(7.8532),tensor(9.7009),tensor(0.0954),tensor(-0.3640),tensor(9.2303),tensor(34.6165),tensor(3.7094),tensor(-3.7415),tensor(-0.3022),tensor(7.6254),tensor(-9.3154),tensor(0.5217),tensor(1.9776),tensor(55.5407),tensor(20.6868),tensor(0.2718),tensor(1.1250),tensor(0.3610),tensor(-13.3066),tensor(2.6266),tensor(-1.7856),26.045030158552514,tensor(321.7865),tensor(229.2926)
tensor(289.9060),tensor(173.0991),tensor(295.7048),tensor(168.5686),tensor(286.0966),tensor(167.7055),tensor(303.7934),tensor(171.6157),tensor(279.7095),tensor(169.6037),tensor(312.8115),tensor(203.5978),tensor(263.5116),tensor(199.6224),tensor(318.0898),tensor(249.6272),tensor(244.5413),tensor(237.8134),tensor(303.2663),tensor(280.5933),tensor(242.3524),tensor(272.8184),tensor(303.0407),tensor(286.5947),tensor(266.1497),tensor(285.1788),tensor(322.7332),tensor(345.2620),tensor(252.3779),tensor(345.5073),tensor(336.0532),tensor(398.0968),tensor(242.6904),tensor(402.8816),125,video_1,tensor(19.5515),tensor(-2.8554),tensor(5.4400),tensor(6.0712),tensor(19.8947),tensor(-1.5784),tensor(5.5930),tensor(7.6060),tensor(20.0994),tensor(-0.3549),tensor(4.8955),tensor(5.4093),tensor(19.9290),tensor(1.5464),tensor(3.3082),tensor(5.7980),tensor(20.4181),tensor(-238.8734),tensor(2.4778),tensor(-164.6482),tensor(19.3862),tensor(3.5875),tensor(1.3324),tensor(3.4244),tensor(18.6111),tensor(4.0934),tensor(1.8606),tensor(4.1172),tensor(24.0254),tensor(7.3072),tensor(3.3790),tensor(6.1338),tensor(17.6431),tensor(3.1061),tensor(4.8615),tensor(11.6525),tensor(35.6953),tensor(10.3027),tensor(10.9267),tensor(10.9585),tensor(18.4349),tensor(2.1757),tensor(8.3644),tensor(15.4842),tensor(17.7037),tensor(3.0098),tensor(3.9580),tensor(6.4341),tensor(17.2643),tensor(7.5635),tensor(3.3517),tensor(3.7156),tensor(21.6010),tensor(-13.0155),tensor(2.9601),tensor(6.7016),tensor(11.2836),tensor(3.6582),tensor(0.5331),tensor(0.0114),tensor(18.0988),tensor(-37.4418),tensor(-1.0812),tensor(-1.3530),tensor(4.7488),tensor(4.3878),tensor(-3.0242),tensor(-5.6509),28.03701467500798,tensor(84.5823),tensor(-237.2042)
tensor(329.3652),tensor(166.3729),tensor(333.8977),tensor(162.2293),tensor(324.4964),tensor(160.9643),tensor(339.2267),tensor(167.3811),tensor(316.0437),tensor(165.2766),tensor(348.8418),tensor(202.6575),tensor(302.5458),tensor(200.2741),tensor(357.7270),tensor(247.1575),tensor(287.3165),tensor(245.9335),tensor(357.4979),tensor(287.5661),tensor(287.4362),tensor(286.9440),tensor(338.7292),tensor(282.3828),tensor(306.8887),tensor(280.0829),tensor(344.9951),tensor(346.4309),tensor(299.0712),tensor(340.2509),tensor(338.0312),tensor(400.8242),tensor(282.5172),tensor(393.1673),126,video_1,tensor(39.4592),tensor(19.9077),tensor(-6.7262),tensor(-12.1662),tensor(38.1928),tensor(18.2982),tensor(-6.3394),tensor(-11.9324),tensor(38.3998),tensor(18.3004),tensor(-6.7412),tensor(-11.6367),tensor(35.4334),tensor(15.5044),tensor(-4.2346),tensor(-7.5428),tensor(36.3342),tensor(15.9161),tensor(-4.3271),tensor(-6.8049),tensor(36.0303),tensor(16.6441),tensor(-0.9403),tensor(-2.2727),tensor(39.0342),tensor(20.4231),tensor(0.6517),tensor(-1.2089),tensor(39.6371),tensor(15.6117),tensor(-2.4697),tensor(-5.8487),tensor(42.7753),tensor(25.1321),tensor(8.1201),tensor(3.2586),tensor(54.2317),tensor(18.5363),tensor(6.9728),tensor(-3.9539),tensor(45.0837),tensor(26.6488),tensor(14.1256),tensor(5.7612),tensor(35.6885),tensor(17.9847),tensor(-4.2119),tensor(-8.1699),tensor(40.7390),tensor(23.4747),tensor(-5.0959),tensor(-8.4475),tensor(22.2619),tensor(0.6609),tensor(1.1690),tensor(-1.7911),tensor(46.6934),tensor(35.4098),tensor(-5.2564),tensor(-5.7895),tensor(1.9780),tensor(-16.1209),tensor(2.7274),tensor(3.8086),tensor(39.8268),tensor(35.0780),tensor(-9.7143),tensor(-6.6901),28.694080224714735,tensor(161.6326),tensor(77.0503)
tensor(346.0899),tensor(167.2265),tensor(350.8883),tensor(163.2553),tensor(340.9171),tensor(162.0339),tensor(0.),tensor(0.),tensor(329.8051),tensor(164.3552),tensor(360.9399),tensor(200.9176),tensor(317.4085),tensor(198.6617),tensor(371.4041),tensor(245.5098),tensor(303.1391),tensor(244.2575),tensor(377.5469),tensor(282.2723),tensor(304.1265),tensor(285.0016),tensor(353.3210),tensor(280.5222),tensor(327.6593),tensor(280.1979),tensor(348.8990),tensor(343.4623),tensor(338.4364),tensor(343.8532),tensor(327.9552),tensor(402.2520),tensor(335.0202),tensor(405.7632),127,video_1,tensor(16.7247),tensor(-22.7345),tensor(0.8535),tensor(7.5797),tensor(16.9906),tensor(-21.2022),tensor(1.0261),tensor(7.3654),tensor(16.4207),tensor(-21.9791),tensor(1.0696),tensor(7.8108),tensor(-339.2267),tensor(-374.6601),tensor(-167.3811),tensor(-163.1466),tensor(13.7614),tensor(-22.5728),tensor(-0.9214),tensor(3.4057),tensor(12.0981),tensor(-23.9322),tensor(-1.7399),tensor(-0.7996),tensor(14.8627),tensor(-24.1716),tensor(-1.6124),tensor(-2.2641),tensor(13.6772),tensor(-25.9600),tensor(-1.6477),tensor(0.8220),tensor(15.8226),tensor(-26.9527),tensor(-1.6760),tensor(-9.7961),tensor(20.0490),tensor(-34.1827),tensor(-5.2937),tensor(-12.2665),tensor(16.6904),tensor(-28.3934),tensor(-1.9424),tensor(-16.0680),tensor(14.5918),tensor(-21.0966),tensor(-1.8606),tensor(2.3513),tensor(20.7706),tensor(-19.9684),tensor(0.1150),tensor(5.2109),tensor(3.9039),tensor(-18.3580),tensor(-2.9686),tensor(-4.1376),tensor(39.3652),tensor(-7.3282),tensor(3.6024),tensor(8.8588),tensor(-10.0760),tensor(-12.0540),tensor(1.4278),tensor(-1.2996),tensor(52.5030),tensor(12.6762),tensor(12.5959),tensor(22.3102),158.48965454581128,tensor(388.4634),tensor(226.8308)
tensor(354.7065),tensor(167.0873),tensor(360.3135),tensor(163.2156),tensor(349.9009),tensor(162.5879),tensor(367.6171),tensor(166.5614),tensor(341.8110),tensor(164.8082),tensor(374.4093),tensor(200.1494),tensor(329.6246),tensor(199.4535),tensor(387.0011),tensor(243.7353),tensor(314.4825),tensor(243.9641),tensor(390.1357),tensor(282.7739),tensor(315.3665),tensor(286.3529),tensor(365.8685),tensor(282.2614),tensor(342.2435),tensor(283.1027),tensor(356.1240),tensor(341.5811),tensor(361.7686),tensor(344.4095),tensor(339.4814),tensor(398.4192),tensor(375.8309),tensor(405.6029),128,video_1,tensor(8.6165),tensor(-8.1082),tensor(-0.1392),tensor(-0.9927),tensor(9.4253),tensor(-7.5653),tensor(-0.0397),tensor(-1.0658),tensor(8.9838),tensor(-7.4370),tensor(0.5540),tensor(-0.5156),tensor(367.6171),tensor(706.8439),tensor(166.5614),tensor(333.9426),tensor(12.0059),tensor(-1.7556),tensor(0.4530),tensor(1.3745),tensor(13.4694),tensor(1.3713),tensor(-0.7683),tensor(0.9716),tensor(12.2161),tensor(-2.6466),tensor(0.7918),tensor(2.4042),tensor(15.5970),tensor(1.9199),tensor(-1.7745),tensor(-0.1268),tensor(11.3434),tensor(-4.4792),tensor(-0.2935),tensor(1.3826),tensor(12.5888),tensor(-7.4602),tensor(0.5015),tensor(5.7953),tensor(11.2400),tensor(-5.4504),tensor(1.3512),tensor(3.2936),tensor(12.5475),tensor(-2.0443),tensor(1.7391),tensor(3.5997),tensor(14.5841),tensor(-6.1865),tensor(2.9048),tensor(2.7898),tensor(7.2250),tensor(3.3211),tensor(-1.8813),tensor(1.0873),tensor(23.3322),tensor(-16.0330),tensor(0.5563),tensor(-3.0460),tensor(11.5262),tensor(21.6022),tensor(-3.8328),tensor(-5.2606),tensor(40.8107),tensor(-11.6923),tensor(-0.1603),tensor(-12.7563),22.425711058199735,tensor(408.7330),tensor(20.2696)
tensor(371.2701),tensor(169.6918),tensor(376.4247),tensor(165.3104),tensor(365.8206),tensor(165.0906),tensor(383.2395),tensor(168.2724),tensor(357.8771),tensor(168.3009),tensor(393.8998),tensor(201.0647),tensor(348.9688),tensor(205.0348),tensor(408.9020),tensor(243.6389),tensor(340.1286),tensor(253.6512),tensor(401.8475),tensor(283.4053),tensor(344.9609),tensor(290.1291),tensor(391.0620),tensor(283.5187),tensor(367.9662),tensor(285.6409),tensor(373.6793),tensor(341.7095),tensor(391.8616),tensor(347.8571),tensor(346.3658),tensor(397.7975),tensor(405.2665),tensor(409.5544),129,video_1,tensor(16.5637),tensor(7.9471),tensor(2.6045),tensor(2.7437),tensor(16.1112),tensor(6.6859),tensor(2.0948),tensor(2.1346),tensor(15.9197),tensor(6.9359),tensor(2.5027),tensor(1.9487),tensor(15.6223),tensor(-351.9948),tensor(1.7110),tensor(-164.8504),tensor(16.0661),tensor(4.0602),tensor(3.4927),tensor(3.0397),tensor(19.4904),tensor(6.0210),tensor(0.9153),tensor(1.6835),tensor(19.3442),tensor(7.1281),tensor(5.5813),tensor(4.7895),tensor(21.9008),tensor(6.3038),tensor(-0.0963),tensor(1.6782),tensor(25.6461),tensor(14.3026),tensor(9.6872),tensor(9.9806),tensor(11.7119),tensor(-0.8769),tensor(0.6314),tensor(0.1299),tensor(29.5944),tensor(18.3544),tensor(3.7762),tensor(2.4250),tensor(25.1935),tensor(12.6460),tensor(1.2574),tensor(-0.4818),tensor(25.7227),tensor(11.1385),tensor(2.5382),tensor(-0.3666),tensor(17.5553),tensor(10.3303),tensor(0.1284),tensor(2.0097),tensor(30.0930),tensor(6.7608),tensor(3.4476),tensor(2.8913),tensor(6.8844),tensor(-4.6418),tensor(-0.6218),tensor(3.2110),tensor(29.4355),tensor(-11.3752),tensor(3.9515),tensor(4.1119),23.17233124253613,tensor(88.4701),tensor(-320.2629)
tensor(387.8224),tensor(165.1787),tensor(392.1521),tensor(160.3153),tensor(382.1697),tensor(160.5855),tensor(398.5370),tensor(164.3027),tensor(373.1310),tensor(164.9666),tensor(410.3684),tensor(197.4090),tensor(365.8755),tensor(201.6247),tensor(426.1275),tensor(241.2193),tensor(360.3009),tensor(251.7188),tensor(431.1483),tensor(278.0022),tensor(373.0862),tensor(290.4991),tensor(416.0006),tensor(277.6850),tensor(387.8630),tensor(281.5150),tensor(420.3822),tensor(339.0719),tensor(400.3802),tensor(345.5699),tensor(412.0517),tensor(399.9808),tensor(403.9510),tensor(408.4998),130,video_1,tensor(16.5523),tensor(-0.0114),tensor(-4.5131),tensor(-7.1176),tensor(15.7273),tensor(-0.3839),tensor(-4.9951),tensor(-7.0900),tensor(16.3491),tensor(0.4294),tensor(-4.5051),tensor(-7.0078),tensor(15.2976),tensor(-0.3248),tensor(-3.9697),tensor(-5.6806),tensor(15.2539),tensor(-0.8122),tensor(-3.3344),tensor(-6.8271),tensor(16.4687),tensor(-3.0218),tensor(-3.6557),tensor(-4.5710),tensor(16.9067),tensor(-2.4375),tensor(-3.4101),tensor(-8.9914),tensor(17.2255),tensor(-4.6754),tensor(-2.4196),tensor(-2.3233),tensor(20.1723),tensor(-5.4738),tensor(-1.9324),tensor(-11.6196),tensor(29.3007),tensor(17.5888),tensor(-5.4030),tensor(-6.0345),tensor(28.1254),tensor(-1.4690),tensor(0.3701),tensor(-3.4061),tensor(24.9386),tensor(-0.2549),tensor(-5.8337),tensor(-7.0911),tensor(19.8969),tensor(-5.8258),tensor(-4.1259),tensor(-6.6641),tensor(46.7029),tensor(29.1476),tensor(-2.6376),tensor(-2.7661),tensor(8.5186),tensor(-21.5744),tensor(-2.2873),tensor(-5.7349),tensor(65.6859),tensor(58.8015),tensor(2.1833),tensor(2.8051),tensor(-1.3155),tensor(-30.7510),tensor(-1.0547),tensor(-5.0062),25.029660329000162,tensor(109.4487),tensor(20.9786)
tensor(395.8496),tensor(164.3763),tensor(400.9442),tensor(159.1917),tensor(389.9319),tensor(160.1302),tensor(409.0797),tensor(162.4232),tensor(381.2060),tensor(163.9296),tensor(420.1082),tensor(194.5782),tensor(373.5839),tensor(199.9134),tensor(436.6597),tensor(234.7661),tensor(370.7984),tensor(244.6986),tensor(444.2770),tensor(275.4264),tensor(396.3211),tensor(282.2250),tensor(425.7419),tensor(277.6002),tensor(394.9174),tensor(283.2141),tensor(437.1475),tensor(333.0170),tensor(404.7805),tensor(346.5797),tensor(431.9673),tensor(388.7220),tensor(404.1680),tensor(408.1530),131,video_1,tensor(8.0272),tensor(-8.5251),tensor(-0.8025),tensor(3.7106),tensor(8.7921),tensor(-6.9352),tensor(-1.1236),tensor(3.8715),tensor(7.7621),tensor(-8.5869),tensor(-0.4553),tensor(4.0499),tensor(10.5427),tensor(-4.7549),tensor(-1.8795),tensor(2.0902),tensor(8.0750),tensor(-7.1788),tensor(-1.0370),tensor(2.2974),tensor(9.7397),tensor(-6.7289),tensor(-2.8307),tensor(0.8250),tensor(7.7084),tensor(-9.1984),tensor(-1.7113),tensor(1.6989),tensor(10.5322),tensor(-6.6933),tensor(-6.4532),tensor(-4.0336),tensor(10.4975),tensor(-9.6748),tensor(-7.0202),tensor(-5.0878),tensor(13.1287),tensor(-16.1720),tensor(-2.5758),tensor(2.8272),tensor(23.2349),tensor(-4.8905),tensor(-8.2741),tensor(-8.6442),tensor(9.7413),tensor(-15.1974),tensor(-0.0848),tensor(5.7490),tensor(7.0543),tensor(-12.8426),tensor(1.6991),tensor(5.8251),tensor(16.7653),tensor(-29.9376),tensor(-6.0549),tensor(-3.4172),tensor(4.4003),tensor(-4.1183),tensor(1.0098),tensor(3.2971),tensor(19.9155),tensor(-45.7704),tensor(-11.2587),tensor(-13.4420),tensor(0.2170),tensor(1.5325),tensor(-0.3468),tensor(0.7079),22.404547770112416,tensor(51.5643),tensor(-57.8844)
tensor(405.2289),tensor(162.6547),tensor(411.2882),tensor(157.4390),tensor(400.0874),tensor(158.0210),tensor(420.6559),tensor(161.3902),tensor(392.9142),tensor(161.7141),tensor(432.1791),tensor(195.2018),tensor(382.4932),tensor(198.4554),tensor(449.7627),tensor(236.1526),tensor(375.4366),tensor(242.2811),tensor(458.2687),tensor(272.1769),tensor(401.1184),tensor(276.2441),tensor(437.7165),tensor(277.8291),tensor(403.7055),tensor(282.3012),tensor(448.4207),tensor(339.1485),tensor(401.8932),tensor(349.0281),tensor(461.4567),tensor(397.8210),tensor(409.1848),tensor(410.7513),132,video_1,tensor(9.3792),tensor(1.3521),tensor(-1.7216),tensor(-0.9191),tensor(10.3440),tensor(1.5519),tensor(-1.7527),tensor(-0.6292),tensor(10.1555),tensor(2.3934),tensor(-2.1093),tensor(-1.6540),tensor(11.5762),tensor(1.0335),tensor(-1.0331),tensor(0.8464),tensor(11.7082),tensor(3.6331),tensor(-2.2155),tensor(-1.1785),tensor(12.0710),tensor(2.3312),tensor(0.6235),tensor(3.4543),tensor(8.9093),tensor(1.2010),tensor(-1.4580),tensor(0.2532),tensor(13.1030),tensor(2.5708),tensor(1.3865),tensor(7.8396),tensor(4.6382),tensor(-5.8593),tensor(-2.4174),tensor(4.6028),tensor(13.9918),tensor(0.8630),tensor(-3.2495),tensor(-0.6737),tensor(4.7973),tensor(-18.4375),tensor(-5.9808),tensor(2.2933),tensor(11.9746),tensor(2.2333),tensor(0.2289),tensor(0.3137),tensor(8.7881),tensor(1.7338),tensor(-0.9128),tensor(-2.6120),tensor(11.2732),tensor(-5.4921),tensor(6.1315),tensor(12.1864),tensor(-2.8874),tensor(-7.2876),tensor(2.4484),tensor(1.4386),tensor(29.4895),tensor(9.5739),tensor(9.0989),tensor(20.3576),tensor(5.0168),tensor(4.7997),tensor(2.5983),tensor(2.9451),23.34830528201478,tensor(51.6158),tensor(0.0515)
